"Attrition","Age","Gender","MaritalStatus","BusinessTravel","Department","DistanceFromHome","EducationField","JobRole","MonthlyIncome","JobSatisfaction","OverTime","PerformanceRating","YearsAtCompany"
"No",49,"Male","Divorced","Travel_Rarely","Research & Development",18,"Life Sciences","Research Director",19502,3,"Yes",3,31
"No",24,"Male","Married","Travel_Rarely","Research & Development",23,"Medical","Research Scientist",2725,4,"Yes",3,6
"No",26,"Male","Married","Travel_Rarely","Sales",28,"Marketing","Sales Executive",6272,2,"No",4,5
"No",24,"Male","Married","Travel_Rarely","Research & Development",17,"Other","Laboratory Technician",2127,2,"No",4,1
"No",50,"Male","Married","Travel_Frequently","Human Resources",3,"Medical","Manager",18200,2,"No",3,32
"No",25,"Male","Married","Travel_Rarely","Sales",13,"Medical","Sales Representative",2096,3,"No",3,7
"Yes",24,"Female","Married","Travel_Frequently","Research & Development",7,"Life Sciences","Laboratory Technician",2886,3,"Yes",3,6
"Yes",30,"Male","Married","Travel_Frequently","Sales",12,"Life Sciences","Sales Representative",2033,1,"No",3,1
"No",34,"Male","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Research Scientist",3622,4,"Yes",3,6
"Yes",31,"Male","Divorced","Travel_Rarely","Sales",13,"Medical","Sales Executive",4233,1,"No",3,3
"No",35,"Male","Single","Travel_Rarely","Research & Development",25,"Other","Laboratory Technician",3681,4,"No",3,3
"No",31,"Male","Divorced","Travel_Rarely","Sales",6,"Medical","Sales Executive",5460,4,"No",4,7
"No",27,"Female","Divorced","Travel_Rarely","Research & Development",6,"Medical","Research Scientist",2187,3,"No",3,5
"No",37,"Male","Married","Travel_Rarely","Sales",2,"Marketing","Sales Executive",9602,3,"Yes",3,3
"No",20,"Female","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Research Scientist",2836,2,"No",3,1
"No",42,"Female","Married","Travel_Rarely","Research & Development",2,"Life Sciences","Healthcare Representative",4089,4,"No",3,10
"No",43,"Male","Divorced","Travel_Rarely","Research & Development",6,"Other","Research Director",16627,4,"Yes",3,1
"No",38,"Female","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Research Scientist",2619,1,"No",3,0
"No",43,"Male","Divorced","Travel_Frequently","Research & Development",9,"Medical","Laboratory Technician",5679,3,"Yes",3,8
"No",48,"Female","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Manager",15402,1,"No",3,3
"No",44,"Female","Single","Travel_Rarely","Human Resources",1,"Life Sciences","Human Resources",5985,3,"No",3,2
"No",34,"Female","Divorced","Travel_Rarely","Sales",14,"Technical Degree","Sales Representative",2579,3,"Yes",3,8
"Yes",27,"Male","Divorced","Travel_Rarely","Sales",2,"Marketing","Sales Representative",3041,1,"No",3,4
"No",21,"Male","Single","Travel_Rarely","Sales",22,"Technical Degree","Sales Representative",3447,3,"No",3,3
"No",44,"Male","Married","Travel_Rarely","Research & Development",3,"Other","Manager",19513,4,"Yes",3,2
"No",22,"Male","Married","Travel_Rarely","Research & Development",6,"Medical","Research Scientist",2773,3,"No",4,2
"No",33,"Male","Divorced","Travel_Rarely","Sales",8,"Marketing","Sales Executive",7104,3,"No",3,5
"No",32,"Female","Married","Travel_Rarely","Research & Development",9,"Life Sciences","Research Scientist",6322,4,"Yes",3,6
"No",30,"Female","Divorced","Travel_Frequently","Research & Development",3,"Medical","Research Scientist",2083,3,"No",4,1
"No",53,"Female","Single","Travel_Rarely","Sales",1,"Medical","Sales Executive",8381,1,"No",4,14
"No",34,"Male","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Research Scientist",2691,4,"No",3,10
"Yes",45,"Female","Married","Travel_Frequently","Sales",26,"Life Sciences","Sales Executive",4286,1,"No",3,1
"No",26,"Female","Married","Travel_Rarely","Research & Development",6,"Life Sciences","Laboratory Technician",2659,4,"Yes",3,3
"No",37,"Male","Married","Travel_Rarely","Research & Development",3,"Other","Manufacturing Director",9434,3,"No",3,10
"No",29,"Female","Married","Travel_Rarely","Sales",3,"Medical","Sales Executive",5561,3,"No",3,6
"No",35,"Male","Single","Travel_Rarely","Research & Development",6,"Life Sciences","Research Scientist",6646,4,"No",3,17
"No",33,"Male","Divorced","Travel_Frequently","Research & Development",6,"Life Sciences","Healthcare Representative",7725,4,"No",4,13
"No",54,"Male","Married","Travel_Rarely","Human Resources",19,"Medical","Human Resources",10725,2,"No",3,9
"No",36,"Male","Divorced","Travel_Rarely","Research & Development",9,"Medical","Manufacturing Director",8847,2,"Yes",3,3
"No",27,"Male","Single","Travel_Rarely","Research & Development",3,"Medical","Research Scientist",2045,4,"No",3,4
"Yes",20,"Male","Single","Travel_Rarely","Research & Development",10,"Medical","Research Scientist",1009,3,"Yes",3,1
"Yes",33,"Male","Single","Travel_Frequently","Research & Development",3,"Life Sciences","Research Scientist",3348,1,"Yes",3,10
"No",35,"Male","Married","Non-Travel","Research & Development",3,"Life Sciences","Laboratory Technician",1281,3,"No",3,1
"No",23,"Male","Married","Travel_Rarely","Research & Development",4,"Medical","Research Scientist",2819,1,"No",3,3
"No",25,"Male","Married","Travel_Rarely","Sales",8,"Life Sciences","Sales Executive",4851,2,"No",4,3
"No",38,"Female","Single","Travel_Rarely","Sales",7,"Marketing","Sales Executive",4028,4,"No",4,7
"No",29,"Male","Divorced","Travel_Frequently","Research & Development",1,"Life Sciences","Research Scientist",2720,4,"No",3,10
"No",48,"Male","Married","Travel_Rarely","Sales",2,"Marketing","Sales Executive",8120,2,"No",3,2
"No",27,"Female","Divorced","Travel_Frequently","Sales",3,"Medical","Sales Executive",4647,4,"Yes",4,6
"No",37,"Male","Single","Travel_Rarely","Research & Development",10,"Life Sciences","Research Scientist",4680,4,"No",3,1
"No",50,"Male","Married","Travel_Rarely","Research & Development",28,"Medical","Laboratory Technician",3221,3,"Yes",3,20
"No",34,"Female","Single","Travel_Rarely","Research & Development",9,"Medical","Healthcare Representative",8621,2,"No",3,8
"Yes",24,"Female","Single","Travel_Rarely","Sales",3,"Life Sciences","Sales Executive",4577,3,"No",3,2
"No",39,"Female","Single","Travel_Rarely","Research & Development",2,"Technical Degree","Healthcare Representative",4553,3,"No",3,20
"No",32,"Male","Single","Travel_Rarely","Sales",10,"Marketing","Sales Executive",5396,4,"No",3,10
"Yes",50,"Male","Married","Travel_Frequently","Sales",8,"Technical Degree","Sales Executive",6796,3,"Yes",3,4
"No",38,"Female","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Healthcare Representative",7625,4,"No",3,9
"No",27,"Female","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Manufacturing Director",7412,1,"No",3,9
"No",32,"Female","Single","Travel_Rarely","Research & Development",3,"Life Sciences","Research Director",11159,4,"No",3,7
"No",47,"Male","Single","Travel_Rarely","Sales",14,"Marketing","Sales Executive",4960,1,"No",3,7
"No",40,"Male","Married","Travel_Frequently","Sales",5,"Life Sciences","Sales Executive",10475,1,"Yes",4,18
"No",53,"Male","Married","Travel_Rarely","Research & Development",7,"Life Sciences","Research Director",14814,3,"No",3,5
"No",41,"Male","Divorced","Travel_Rarely","Human Resources",10,"Human Resources","Manager",19141,4,"No",3,21
"No",60,"Male","Single","Travel_Rarely","Sales",16,"Marketing","Sales Executive",5405,1,"No",3,2
"No",27,"Male","Divorced","Travel_Frequently","Research & Development",10,"Life Sciences","Manufacturing Director",8793,1,"No",4,9
"No",41,"Male","Married","Travel_Rarely","Human Resources",1,"Human Resources","Manager",19189,3,"No",3,22
"No",50,"Male","Married","Travel_Rarely","Sales",8,"Marketing","Sales Representative",3875,2,"No",3,2
"Yes",28,"Female","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Research Scientist",2216,2,"Yes",3,7
"No",36,"Female","Married","Non-Travel","Research & Development",8,"Life Sciences","Research Director",11713,1,"No",3,8
"No",38,"Female","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Manufacturing Director",7861,3,"Yes",3,1
"No",44,"Male","Single","Non-Travel","Research & Development",24,"Medical","Laboratory Technician",3708,3,"No",3,5
"No",47,"Female","Divorced","Travel_Frequently","Sales",3,"Medical","Sales Executive",13770,3,"Yes",3,22
"No",30,"Male","Divorced","Travel_Rarely","Sales",27,"Marketing","Sales Executive",5304,4,"No",4,8
"No",29,"Male","Single","Travel_Rarely","Sales",10,"Life Sciences","Sales Representative",2642,3,"No",3,1
"Yes",42,"Male","Divorced","Travel_Frequently","Research & Development",19,"Medical","Research Scientist",2759,3,"Yes",3,2
"No",43,"Male","Married","Travel_Frequently","Sales",15,"Life Sciences","Sales Executive",6804,4,"No",3,2
"No",34,"Female","Single","Travel_Rarely","Research & Development",8,"Medical","Healthcare Representative",6142,3,"No",3,5
"No",23,"Male","Married","Travel_Rarely","Research & Development",9,"Medical","Laboratory Technician",2500,1,"No",3,4
"No",39,"Female","Married","Travel_Rarely","Human Resources",3,"Human Resources","Human Resources",6389,2,"No",3,8
"No",56,"Male","Married","Travel_Rarely","Research & Development",9,"Medical","Healthcare Representative",11103,4,"No",3,10
"No",40,"Female","Single","Travel_Rarely","Research & Development",2,"Medical","Research Scientist",2342,4,"Yes",4,4
"No",27,"Female","Single","Travel_Rarely","Research & Development",7,"Medical","Healthcare Representative",6811,1,"No",3,7
"No",29,"Male","Divorced","Travel_Rarely","Sales",10,"Marketing","Sales Representative",2297,2,"No",3,2
"No",53,"Male","Single","Travel_Rarely","Research & Development",6,"Life Sciences","Laboratory Technician",2450,4,"No",3,2
"No",35,"Female","Divorced","Non-Travel","Research & Development",2,"Life Sciences","Healthcare Representative",5093,1,"No",3,1
"No",32,"Male","Married","Travel_Frequently","Research & Development",24,"Life Sciences","Laboratory Technician",5309,4,"No",3,10
"No",38,"Male","Married","Travel_Rarely","Research & Development",2,"Medical","Research Scientist",3057,3,"Yes",3,1
"No",34,"Female","Divorced","Travel_Rarely","Research & Development",8,"Life Sciences","Manufacturing Director",5121,1,"No",3,0
"No",52,"Male","Married","Travel_Rarely","Sales",3,"Marketing","Manager",16856,1,"No",3,34
"Yes",33,"Male","Single","Travel_Rarely","Research & Development",1,"Other","Research Scientist",2686,4,"Yes",3,10
"No",25,"Female","Single","Travel_Rarely","Sales",26,"Medical","Sales Executive",6180,4,"No",4,6
"No",45,"Male","Single","Travel_Rarely","Sales",2,"Technical Degree","Sales Representative",6632,3,"No",3,8
"No",23,"Male","Single","Travel_Rarely","Research & Development",10,"Medical","Research Scientist",3505,3,"No",3,2
"Yes",47,"Female","Single","Travel_Frequently","Sales",27,"Life Sciences","Sales Executive",6397,3,"Yes",3,5
"No",34,"Male","Single","Travel_Rarely","Sales",2,"Other","Sales Executive",6274,4,"No",4,6
"Yes",55,"Male","Married","Travel_Rarely","Research & Development",2,"Medical","Manager",19859,1,"Yes",3,5
"No",36,"Male","Single","Non-Travel","Sales",8,"Life Sciences","Sales Executive",7587,1,"No",3,10
"No",52,"Male","Married","Non-Travel","Research & Development",19,"Medical","Research Scientist",4258,4,"No",3,4
"No",26,"Female","Divorced","Travel_Frequently","Research & Development",1,"Life Sciences","Laboratory Technician",4364,4,"No",3,2
"No",29,"Female","Married","Travel_Rarely","Research & Development",27,"Medical","Healthcare Representative",4335,3,"No",3,8
"Yes",26,"Male","Single","Travel_Rarely","Sales",8,"Technical Degree","Sales Executive",5326,1,"No",3,4
"No",34,"Female","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Research Scientist",3280,4,"No",3,4
"No",54,"Female","Divorced","Travel_Rarely","Research & Development",19,"Medical","Manufacturing Director",5485,1,"Yes",3,5
"No",27,"Male","Married","Travel_Frequently","Sales",8,"Marketing","Sales Executive",4342,4,"No",3,4
"No",37,"Female","Divorced","Travel_Rarely","Research & Development",10,"Life Sciences","Research Scientist",2782,1,"Yes",3,5
"No",38,"Female","Single","Travel_Frequently","Research & Development",2,"Life Sciences","Manufacturing Director",5980,1,"Yes",3,15
"No",34,"Female","Single","Travel_Rarely","Research & Development",2,"Medical","Research Scientist",4381,1,"No",3,6
"No",35,"Female","Married","Travel_Rarely","Sales",8,"Life Sciences","Sales Representative",2572,4,"No",3,3
"No",30,"Male","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Laboratory Technician",3833,3,"No",4,2
"No",40,"Female","Married","Travel_Frequently","Research & Development",2,"Medical","Healthcare Representative",4244,2,"No",4,8
"No",34,"Female","Married","Travel_Rarely","Sales",8,"Life Sciences","Sales Executive",6500,1,"No",3,3
"No",42,"Male","Divorced","Travel_Frequently","Research & Development",8,"Life Sciences","Manager",18430,4,"No",3,24
"Yes",23,"Male","Married","Travel_Rarely","Research & Development",6,"Life Sciences","Laboratory Technician",1601,1,"Yes",4,0
"No",24,"Male","Divorced","Non-Travel","Research & Development",9,"Life Sciences","Laboratory Technician",2694,2,"No",3,1
"No",52,"Female","Married","Travel_Rarely","Research & Development",11,"Life Sciences","Laboratory Technician",3149,3,"No",4,5
"No",50,"Male","Married","Travel_Rarely","Research & Development",2,"Medical","Research Director",17639,3,"No",3,4
"Yes",29,"Female","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Laboratory Technician",2319,1,"Yes",3,1
"No",33,"Male","Married","Travel_Rarely","Research & Development",7,"Medical","Research Director",11691,3,"No",3,13
"Yes",33,"Female","Single","Travel_Rarely","Sales",16,"Marketing","Sales Executive",5324,1,"No",3,3
"No",47,"Female","Married","Travel_Rarely","Research & Development",2,"Other","Manager",16752,4,"Yes",3,26
"No",36,"Female","Married","Travel_Rarely","Research & Development",1,"Other","Manufacturing Director",5228,2,"No",3,9
"No",29,"Male","Married","Travel_Rarely","Research & Development",23,"Life Sciences","Research Scientist",2700,3,"No",4,10
"Yes",58,"Male","Single","Travel_Rarely","Research & Development",2,"Life Sciences","Research Director",19246,2,"Yes",3,31
"No",35,"Female","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Research Scientist",2506,3,"No",3,2
"No",42,"Female","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Manufacturing Director",6062,4,"Yes",3,4
"Yes",28,"Male","Single","Travel_Rarely","Research & Development",2,"Medical","Research Scientist",4382,3,"No",3,2
"No",36,"Male","Married","Travel_Rarely","Human Resources",13,"Human Resources","Human Resources",2143,2,"No",3,5
"No",32,"Female","Married","Travel_Rarely","Research & Development",4,"Life Sciences","Manufacturing Director",6162,3,"No",3,14
"No",40,"Male","Single","Travel_Frequently","Research & Development",16,"Medical","Laboratory Technician",5094,3,"No",3,1
"No",30,"Female","Single","Travel_Rarely","Research & Development",2,"Medical","Manufacturing Director",6877,4,"Yes",4,0
"No",45,"Female","Single","Travel_Rarely","Research & Development",2,"Life Sciences","Research Scientist",2274,3,"No",3,1
"No",42,"Male","Married","Travel_Rarely","Research & Development",29,"Life Sciences","Manufacturing Director",4434,2,"No",3,9
"No",38,"Male","Divorced","Travel_Frequently","Research & Development",12,"Life Sciences","Healthcare Representative",6288,1,"No",3,4
"No",34,"Female","Single","Travel_Frequently","Research & Development",16,"Life Sciences","Research Scientist",2553,4,"No",3,5
"Yes",49,"Female","Married","Travel_Rarely","Sales",11,"Marketing","Sales Executive",7654,4,"No",3,9
"Yes",55,"Male","Single","Travel_Rarely","Sales",2,"Medical","Sales Executive",5160,4,"No",3,9
"No",43,"Male","Married","Travel_Rarely","Research & Development",14,"Life Sciences","Research Director",17159,1,"No",4,4
"No",27,"Male","Divorced","Travel_Rarely","Research & Development",5,"Technical Degree","Research Director",12808,4,"Yes",3,9
"No",35,"Male","Single","Travel_Rarely","Research & Development",7,"Other","Manufacturing Director",10221,3,"No",4,8
"No",28,"Female","Married","Travel_Rarely","Sales",2,"Marketing","Sales Executive",4779,2,"Yes",4,8
"No",34,"Male","Married","Travel_Rarely","Human Resources",3,"Human Resources","Human Resources",3737,4,"No",3,3
"Yes",26,"Female","Married","Travel_Frequently","Research & Development",5,"Medical","Research Scientist",2366,3,"Yes",3,8
"No",27,"Male","Married","Non-Travel","Research & Development",3,"Medical","Research Scientist",1706,4,"No",3,0
"No",51,"Female","Married","Travel_Rarely","Sales",26,"Marketing","Manager",16307,3,"No",3,20
"No",44,"Male","Single","Travel_Rarely","Research & Development",4,"Medical","Healthcare Representative",5933,2,"No",3,5
"No",25,"Male","Single","Travel_Rarely","Research & Development",2,"Medical","Research Scientist",3424,1,"No",3,4
"No",33,"Male","Divorced","Travel_Rarely","Sales",1,"Medical","Sales Executive",4037,1,"No",4,9
"No",35,"Female","Single","Travel_Rarely","Research & Development",27,"Medical","Research Scientist",2559,1,"No",3,6
"No",36,"Male","Married","Travel_Rarely","Sales",1,"Life Sciences","Sales Executive",6201,4,"Yes",3,18
"No",32,"Male","Divorced","Travel_Rarely","Sales",13,"Life Sciences","Sales Executive",4403,4,"No",3,5
"No",30,"Male","Divorced","Travel_Frequently","Research & Development",5,"Life Sciences","Research Scientist",3761,4,"No",3,5
"No",53,"Female","Married","Travel_Rarely","Sales",7,"Marketing","Sales Executive",10934,4,"Yes",3,5
"No",45,"Male","Divorced","Travel_Rarely","Sales",9,"Marketing","Sales Executive",10761,1,"Yes",3,5
"No",32,"Female","Married","Travel_Rarely","Research & Development",8,"Medical","Research Scientist",5175,3,"No",3,5
"No",52,"Female","Married","Travel_Frequently","Research & Development",25,"Medical","Manufacturing Director",13826,4,"No",4,9
"No",37,"Male","Divorced","Travel_Rarely","Sales",16,"Marketing","Sales Executive",6334,3,"No",3,1
"No",28,"Male","Divorced","Travel_Rarely","Human Resources",8,"Medical","Human Resources",4936,4,"No",3,5
"No",22,"Male","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Manufacturing Director",4775,4,"No",4,2
"No",44,"Male","Married","Travel_Rarely","Research & Development",8,"Life Sciences","Laboratory Technician",2818,4,"Yes",4,3
"No",42,"Male","Single","Travel_Frequently","Research & Development",2,"Medical","Research Scientist",2515,4,"Yes",3,2
"No",36,"Male","Married","Travel_Rarely","Human Resources",8,"Life Sciences","Human Resources",2342,1,"No",4,5
"No",25,"Male","Married","Travel_Rarely","Sales",3,"Other","Sales Executive",4194,1,"Yes",3,5
"No",35,"Female","Married","Travel_Rarely","Research & Development",9,"Life Sciences","Manufacturing Director",10685,3,"Yes",4,17
"Yes",35,"Female","Divorced","Travel_Frequently","Research & Development",25,"Life Sciences","Research Scientist",2022,2,"Yes",3,10
"No",32,"Male","Divorced","Non-Travel","Research & Development",1,"Life Sciences","Laboratory Technician",2314,4,"No",3,3
"No",25,"Male","Married","Travel_Rarely","Sales",4,"Marketing","Sales Executive",4256,1,"No",3,5
"No",49,"Female","Married","Travel_Rarely","Research & Development",1,"Technical Degree","Research Scientist",3580,1,"No",3,4
"No",24,"Male","Married","Non-Travel","Research & Development",4,"Life Sciences","Laboratory Technician",3162,4,"No",3,5
"No",32,"Male","Married","Travel_Frequently","Sales",5,"Life Sciences","Sales Executive",6524,2,"No",3,10
"No",38,"Male","Married","Travel_Rarely","Sales",9,"Marketing","Sales Representative",2899,2,"No",3,2
"No",42,"Female","Married","Travel_Rarely","Research & Development",3,"Life Sciences","Laboratory Technician",5231,4,"Yes",3,5
"No",31,"Male","Married","Travel_Rarely","Research & Development",11,"Life Sciences","Research Scientist",2356,4,"Yes",3,6
"Yes",29,"Female","Divorced","Travel_Rarely","Sales",1,"Medical","Sales Representative",2800,3,"Yes",3,3
"No",53,"Male","Married","Travel_Rarely","Sales",8,"Marketing","Sales Executive",11836,4,"No",3,2
"No",35,"Male","Married","Travel_Rarely","Research & Development",25,"Technical Degree","Manufacturing Director",10903,2,"No",3,13
"No",37,"Female","Married","Travel_Frequently","Sales",21,"Medical","Sales Representative",2973,4,"No",3,5
"No",53,"Female","Single","Travel_Rarely","Research & Development",23,"Life Sciences","Research Director",14275,4,"No",3,12
"No",43,"Female","Married","Travel_Frequently","Research & Development",1,"Life Sciences","Healthcare Representative",5562,4,"No",3,5
"No",47,"Female","Married","Travel_Rarely","Sales",2,"Marketing","Sales Executive",4537,4,"Yes",4,7
"No",37,"Male","Single","Non-Travel","Sales",19,"Medical","Sales Executive",7642,2,"Yes",3,10
"No",50,"Male","Divorced","Non-Travel","Research & Development",2,"Life Sciences","Manager",17924,1,"No",3,31
"No",39,"Female","Married","Travel_Rarely","Human Resources",2,"Life Sciences","Human Resources",5204,4,"No",3,5
"No",33,"Male","Divorced","Travel_Rarely","Human Resources",3,"Human Resources","Human Resources",2277,2,"Yes",3,4
"Yes",32,"Male","Single","Travel_Rarely","Research & Development",25,"Life Sciences","Laboratory Technician",2795,4,"Yes",4,1
"No",29,"Female","Divorced","Travel_Rarely","Research & Development",7,"Medical","Laboratory Technician",2532,4,"No",3,4
"No",44,"Male","Married","Travel_Rarely","Research & Development",9,"Life Sciences","Research Scientist",2559,1,"Yes",3,8
"No",28,"Male","Single","Travel_Rarely","Sales",5,"Medical","Sales Executive",4908,4,"No",3,4
"Yes",58,"Male","Divorced","Travel_Frequently","Research & Development",2,"Life Sciences","Laboratory Technician",2380,4,"Yes",3,1
"No",43,"Female","Divorced","Travel_Rarely","Research & Development",8,"Life Sciences","Manufacturing Director",4765,2,"No",4,1
"Yes",20,"Female","Single","Travel_Rarely","Sales",2,"Medical","Sales Representative",2044,3,"No",3,2
"Yes",21,"Female","Single","Travel_Rarely","Research & Development",18,"Other","Research Scientist",2693,4,"No",3,1
"No",36,"Male","Married","Travel_Rarely","Research & Development",14,"Life Sciences","Healthcare Representative",6586,4,"Yes",3,16
"No",47,"Female","Single","Travel_Rarely","Sales",2,"Life Sciences","Sales Representative",3294,4,"Yes",3,3
"Yes",22,"Female","Married","Travel_Rarely","Research & Development",3,"Life Sciences","Manufacturing Director",4171,3,"Yes",3,3
"Yes",41,"Female","Divorced","Travel_Rarely","Research & Development",2,"Life Sciences","Laboratory Technician",2778,4,"Yes",3,7
"No",28,"Female","Divorced","Travel_Rarely","Research & Development",9,"Medical","Research Scientist",2377,3,"No",3,2
"Yes",39,"Male","Married","Travel_Rarely","Research & Development",6,"Medical","Laboratory Technician",2404,1,"Yes",4,2
"No",27,"Female","Single","Travel_Rarely","Research & Development",4,"Life Sciences","Research Scientist",2318,3,"No",3,1
"No",34,"Male","Divorced","Travel_Rarely","Research & Development",10,"Life Sciences","Laboratory Technician",2008,2,"No",3,1
"No",42,"Female","Single","Travel_Rarely","Sales",14,"Medical","Sales Executive",6244,3,"No",3,5
"No",33,"Male","Single","Travel_Rarely","Research & Development",1,"Other","Research Scientist",2799,1,"Yes",3,3
"No",58,"Female","Divorced","Travel_Rarely","Research & Development",5,"Technical Degree","Healthcare Representative",10552,2,"Yes",3,6
"No",31,"Male","Married","Travel_Rarely","Sales",7,"Life Sciences","Sales Representative",2329,3,"No",3,7
"No",35,"Female","Married","Travel_Rarely","Research & Development",21,"Life Sciences","Healthcare Representative",4014,4,"Yes",4,10
"No",49,"Female","Married","Travel_Rarely","Research & Development",8,"Other","Laboratory Technician",7403,2,"No",3,26
"No",48,"Male","Married","Travel_Rarely","Research & Development",20,"Medical","Research Scientist",2259,3,"No",3,0
"No",31,"Female","Married","Non-Travel","Sales",20,"Marketing","Sales Executive",6932,3,"No",3,9
"No",36,"Male","Single","Travel_Rarely","Research & Development",7,"Other","Research Scientist",4678,4,"No",3,6
"No",38,"Female","Married","Travel_Rarely","Research & Development",1,"Technical Degree","Research Director",13582,1,"No",3,15
"No",32,"Female","Married","Non-Travel","Research & Development",1,"Life Sciences","Laboratory Technician",2332,2,"No",4,3
"Yes",25,"Male","Married","Travel_Rarely","Sales",19,"Marketing","Sales Representative",2413,2,"Yes",3,1
"No",40,"Male","Divorced","Travel_Rarely","Sales",10,"Marketing","Sales Executive",9705,2,"No",3,1
"No",26,"Male","Single","Travel_Frequently","Sales",1,"Medical","Sales Executive",4294,1,"No",3,7
"No",41,"Male","Single","Travel_Rarely","Research & Development",6,"Medical","Laboratory Technician",4721,1,"Yes",3,18
"No",36,"Male","Single","Travel_Rarely","Research & Development",2,"Medical","Laboratory Technician",2519,3,"No",4,11
"Yes",19,"Male","Single","Travel_Rarely","Sales",21,"Other","Sales Representative",2121,2,"Yes",3,1
"Yes",20,"Male","Single","Travel_Rarely","Research & Development",4,"Technical Degree","Laboratory Technician",2973,1,"No",3,1
"No",31,"Female","Married","Travel_Rarely","Research & Development",12,"Medical","Healthcare Representative",5855,4,"Yes",3,9
"No",40,"Male","Divorced","Travel_Frequently","Research & Development",9,"Medical","Research Scientist",3617,2,"Yes",3,1
"No",32,"Female","Married","Travel_Rarely","Research & Development",3,"Medical","Manufacturing Director",6725,1,"No",3,8
"Yes",36,"Male","Married","Travel_Rarely","Sales",3,"Life Sciences","Sales Executive",10325,4,"Yes",3,16
"No",33,"Female","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Healthcare Representative",6949,4,"No",3,5
"Yes",37,"Male","Married","Travel_Rarely","Sales",1,"Life Sciences","Sales Executive",10609,3,"No",3,14
"No",45,"Male","Married","Non-Travel","Research & Development",4,"Life Sciences","Laboratory Technician",4447,2,"No",3,9
"No",29,"Female","Married","Travel_Frequently","Sales",20,"Technical Degree","Sales Representative",2157,4,"No",3,3
"No",35,"Female","Married","Travel_Rarely","Sales",18,"Medical","Sales Executive",4601,3,"No",3,5
"No",52,"Male","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Manager",17099,4,"No",3,9
"Yes",58,"Male","Single","Travel_Rarely","Research & Development",2,"Technical Degree","Research Scientist",2479,3,"No",4,1
"No",53,"Male","Divorced","Travel_Rarely","Sales",2,"Medical","Manager",14852,3,"No",3,17
"No",30,"Male","Divorced","Travel_Rarely","Sales",8,"Other","Sales Executive",7264,3,"No",3,8
"No",38,"Female","Single","Non-Travel","Sales",10,"Technical Degree","Sales Executive",5666,4,"Yes",3,5
"No",35,"Male","Divorced","Travel_Rarely","Sales",3,"Life Sciences","Sales Executive",7823,4,"No",3,10
"No",39,"Male","Single","Travel_Rarely","Sales",2,"Life Sciences","Sales Executive",7880,3,"No",3,8
"Yes",40,"Female","Single","Non-Travel","Sales",24,"Life Sciences","Sales Executive",13194,2,"Yes",3,1
"No",47,"Male","Divorced","Travel_Frequently","Research & Development",16,"Medical","Manufacturing Director",5067,3,"Yes",3,19
"No",36,"Male","Divorced","Non-Travel","Sales",8,"Technical Degree","Sales Executive",5079,4,"No",3,7
"Yes",31,"Male","Single","Non-Travel","Research & Development",9,"Medical","Research Scientist",2321,1,"Yes",4,3
"No",33,"Male","Single","Non-Travel","Sales",17,"Life Sciences","Manager",17444,3,"No",3,10
"Yes",29,"Female","Single","Travel_Rarely","Research & Development",10,"Life Sciences","Research Scientist",2404,1,"Yes",4,0
"No",33,"Female","Single","Travel_Rarely","Research & Development",13,"Life Sciences","Research Scientist",3452,4,"No",3,3
"No",45,"Female","Divorced","Travel_Rarely","Research & Development",1,"Medical","Laboratory Technician",2270,4,"No",3,5
"No",50,"Male","Divorced","Travel_Rarely","Research & Development",1,"Medical","Research Director",17399,4,"No",4,5
"No",33,"Female","Married","Travel_Frequently","Research & Development",1,"Other","Healthcare Representative",5488,2,"Yes",3,6
"No",41,"Male","Divorced","Travel_Frequently","Research & Development",9,"Medical","Research Director",19419,3,"No",3,18
"No",27,"Female","Married","Travel_Rarely","Research & Development",16,"Technical Degree","Laboratory Technician",2811,2,"No",3,2
"No",45,"Male","Married","Non-Travel","Research & Development",23,"Life Sciences","Laboratory Technician",3633,1,"Yes",3,9
"No",47,"Female","Single","Travel_Rarely","Sales",4,"Life Sciences","Sales Executive",4163,4,"Yes",3,9
"Yes",30,"Female","Married","Travel_Rarely","Research & Development",22,"Life Sciences","Research Scientist",2132,3,"Yes",3,5
"No",50,"Male","Married","Travel_Rarely","Research & Development",24,"Life Sciences","Manufacturing Director",13973,3,"Yes",3,12
"No",38,"Male","Married","Travel_Frequently","Research & Development",10,"Medical","Research Scientist",2684,3,"No",3,2
